Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Poster,imdbRating,imdbVotes,imdbID,Type,saturation,brightness,entropy,sharpness,contrast,colorfulness,hex_0,hex_1,hex_2,hex_3,hex_4
102 Not Out,2018,PG,04 May 2018,102 min,"Comedy, Drama",Umesh Shukla,Saumya Joshi,https://m.media-amazon.com/images/M/MV5BZDRlM2Q3NTAtY2I3My00ZTNmLWE0YzAtMTA1YjA4MzcyZTQzXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,7.4,"7,161",tt6580564,movie,34.56813838699452,77.41787498679226,4.424931678214011,6436.783527774372,65.20630349559747,57.59372498237253,#43331d,#a2cce1,#a37a51,#ddc48d,#f2f6f5
Bridge and Tunnel,2014,TV-PG,13 Jan 2015,95 min,"Comedy, Drama, Romance",Jason Michael Brescia,Jason Michael Brescia,https://m.media-amazon.com/images/M/MV5BODk1MjEyNTY2MV5BMl5BanBnXkFtZTgwMTE2MjU0NzE@._V1_SX300.jpg,7.3,88,tt2593410,movie,27.964034858387798,77.98907189542484,4.158258333333333,1049.316893759945,56.26913381100776,39.54109020311068,#32231c,#a8865f,#396f94,#bac7d6,#d1deed
How I Ended This Summer,2010,Not Rated,28 Jan 2011,130 min,Drama,Alexei Popogrebsky,Alexei Popogrebsky,https://m.media-amazon.com/images/M/MV5BMTUyNjE5NTEzM15BMl5BanBnXkFtZTcwNjc0MTI5Mw@@._V1_SX300.jpg,6.9,"6,754",tt1588875,movie,18.243276647151752,66.24705262831831,3.6369700335703,4763.767381452386,96.83185779451883,20.712137131536874,#585259,#838a98,#c0c5d0,#0f0f16,#f9fafc
His Last Vow,2014,N/A,02 Feb 2014,89 min,"Crime, Drama, Mystery",Nick Hurran,"Steven Moffat, Mark Gatiss, Arthur Conan Doyle",https://m.media-amazon.com/images/M/MV5BYmQwZjJjMjAtYWY4ZC00ZTYwLWIyMWItOGQ0ODU2YjdmNDQ4L2ltYWdlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,9.2,30285,tt2781046,episode,25.284333062613605,73.14465715280195,2.356423508382643,1102.698976370653,96.14669721524936,27.39385851141839,#746866,#c7926f,#372e23,#130903,#fcf8f2
Melancholia,2011,R,26 May 2011,135 min,"Drama, Sci-Fi",Lars von Trier,Lars von Trier,https://m.media-amazon.com/images/M/MV5BMTk4NjM0MjI3MV5BMl5BanBnXkFtZTcwNjcxMDYzNg@@._V1_SX300.jpg,7.1,"181,240",tt1527186,movie,46.42875523243005,37.64058162590879,4.584826779026217,881.2780764199246,50.61499812605542,31.424864256904286,#c6b9a4,#768c7b,#486857,#294932,#0a260f
One Night Surprise,2013,N/A,09 Aug 2013,106 min,"Comedy, Romance",Eva Jin,Eva Jin,https://m.media-amazon.com/images/M/MV5BMjAyMzg1NDE4OF5BMl5BanBnXkFtZTcwNzUzNDI5OQ@@._V1_SX300.jpg,5.3,413,tt3013126,movie,19.83873920471466,85.33701979592796,3.3347599420463627,1875.3045266201743,52.570947785664835,48.31917344658741,#458d9c,#41261f,#c29f8a,#e9d0b7,#f0f3ef
Soccer Killer,2017,N/A,30 Jun 2017,100 min,"Comedy, Sport",Jeffrey Lau,Jeffrey Lau,https://m.media-amazon.com/images/M/MV5BY2ExNjk0MjQtZDRmYS00NDU5LTkwNTEtNjRlN2I0OWYyNGNlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,3.9,105,tt6513338,movie,29.778876934780246,64.78163103721299,4.823385292953286,4000.5269595516843,57.74560042040697,32.87172212844973,#828683,#272a2b,#46545b,#beb08e,#d6c9a8
The Maze Runner,2014,PG-13,19 Sep 2014,113 min,"Action, Mystery, Sci-Fi",Wes Ball,"Noah Oppenheim, Grant Pierce Myers, T.S. Nowlin",https://m.media-amazon.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_SX300.jpg,6.8,"459,156",tt1790864,movie,25.158707497980465,31.79839318498935,4.958588951310862,5621.709743140792,74.24126469444847,12.914864247076135,#92a19a,#5a655d,#c7d7d6,#2c342f,#070807
Nude,2017,R,29 Oct 2017,94 min,Documentary,Tony Sacco,N/A,https://m.media-amazon.com/images/M/MV5BMzhmOTllYzktOWUyOS00NjI1LTgxNTctODI3NzM3NjNlMDcwXkEyXkFqcGdeQXVyNTQ1MTM5NzE@._V1_SX300.jpg,5.8,472,tt6323306,movie,25.130039215686274,65.07543355119826,3.424560648148148,1645.1722153165435,85.52033087650624,31.921427043534,#cac1a2,#0c0a07,#634f2c,#8e815d,#edeeed
On a Magical Night,2019,Not Rated,08 May 2020,86 min,Comedy,Christophe Honoré,Christophe Honoré,https://m.media-amazon.com/images/M/MV5BNWZmZGQ2NGYtMmMyZi00ZTgyLThhODQtOGZmYzY4MGFjY2QzXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,6.0,"2,007",tt10115562,movie,58.7923660130719,61.98345969498911,4.384810185185185,2227.9143959479284,61.49755892369049,65.81053155567339,#fdf7eb,#6f452e,#d5995d,#381d11,#bc7c45
Cheech & Chong's Animated Movie,2013,R,18 Mar 2013,84 min,"Animation, Comedy","Branden Chambers, Eric D. Chambers","Tommy Chong, Cheech Marin",https://m.media-amazon.com/images/M/MV5BMjA0MjUyNzc3NF5BMl5BanBnXkFtZTcwNzkzNjQ3NA@@._V1_SX300.jpg,4.6,916,tt1340803,movie,54.23206990499583,59.857197306568416,4.557628689704823,4991.002603382433,74.47474114980463,86.21122567431009,#8ca284,#201d0c,#dad93b,#d9e4e0,#6f4f2f
Justice,2017,R,15 Sep 2017,92 min,"Drama, Western",Richard Gabai,"John Lewis, Shawn Justice, D.C. Rahe",https://m.media-amazon.com/images/M/MV5BMDc5M2MyNWQtZWNkNy00YWIyLWIxYjMtZDc2NzdmNmVlNWViXkEyXkFqcGdeQXVyNjgyNzI2ODQ@._V1_SX300.jpg,4.0,"1,238",tt5143890,movie,30.597839015486073,60.31709356415239,4.9157929804804805,2922.7357406846036,61.76103206132796,31.527022481740268,#f4efe7,#cdbeab,#423021,#7b5e46,#aa927a
Nature's Grave,2008,R,04 Aug 2009,88 min,"Drama, Horror, Thriller",Jamie Blanks,Everett De Roche,https://m.media-amazon.com/images/M/MV5BNDQ0MGI0MWItMjljMC00ZGVkLTliYWYtNmEwOTAzZTVhNjU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.1,"5,984",tt1098356,movie,11.87508265155324,56.84413364413364,4.71039627039627,2738.4586591161756,67.58010431023021,20.49532432403506,#5a5650,#8b857a,#1a1919,#d9d9d2,#b7b2a6
Flying Colors,2015,N/A,01 May 2015,117 min,"Comedy, Drama",Nobuhiro Doi,"Hiroshi Hashimoto, Nobutaka Tsubota",https://m.media-amazon.com/images/M/MV5BYTEyNGFhYmMtZDNjOC00OWFkLTlhNzgtODQ0NDRmOGI4OWU4XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,7.3,"3,318",tt4195368,movie,29.048375262054506,82.66535331113577,3.3583431603773586,3715.8394414762447,74.06109665573086,63.78423454533097,#d31478,#7c99a2,#0f405a,#b8d0d5,#ecf6f8
A Kiss of Chaos,2009,N/A,03 Dec 2010,N/A,"Crime, Drama, Thriller",Ricardo Sean Thompson,Ricardo Sean Thompson,https://m.media-amazon.com/images/M/MV5BNzUxODcyNzQ4OV5BMl5BanBnXkFtZTcwMTEyODQxMw@@._V1_SX300.jpg,3.9,153,tt1221895,movie,41.88749631984926,27.20239651416122,3.739803631756757,3330.347101931662,72.45871226855921,43.36903898384402,#f0e3d3,#866852,#d3a87c,#362c21,#070604
Love and Goodbye and Hawaii,2017,Not Rated,23 Mar 2018,93 min,Drama,Shingo Matsumura,Shingo Matsumura,https://m.media-amazon.com/images/M/MV5BNGEyNDM1ZDktYjE5Ny00NzUxLTk0NTEtOGU3M2M4ZmQ2YWQyXkEyXkFqcGdeQXVyNjgwNTk4Mg@@._V1_SX300.jpg,6.9,168,tt6609010,movie,10.928246392896781,89.82738932050808,2.722904628537736,1918.1802085542877,49.57977112793776,25.274773453701272,#4c394c,#c7c5ce,#8a8872,#aba29f,#eef7fc
Santa Baby 2: Christmas Maybe,2009,PG,13 Dec 2009,80 min,"Comedy, Family, Fantasy",Ron Underwood,"Garrett Frawley, Brian Turner",https://m.media-amazon.com/images/M/MV5BNThlMjA2ZGEtM2E3NS00OGQ2LTk3ZDAtM2UzNDQ1YWYwOTJjL2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,5.3,"1,083",tt1361330,movie,39.09669607843137,81.62190849673203,4.224278125,3942.7663474982633,72.8556566215001,87.69143799082778,#7086ac,#322538,#e0b090,#bf2d26,#e9e8ee
Behind the Clouds,2016,N/A,10 Feb 2016,108 min,Drama,Cecilia Verheyden,Michael De Cock,https://m.media-amazon.com/images/M/MV5BMjQxMjMwNzY2Ml5BMl5BanBnXkFtZTgwMDIxMzAzNzE@._V1_SX300.jpg,6.3,327,tt4440488,movie,33.002811909949166,70.78585911401598,2.8336835648148146,1478.8048740705622,69.45009342428187,44.83208279433137,#34323b,#215378,#f9fbfb,#b4c1c3,#709aae
Casa Grande,2014,Not Rated,01 Nov 2015,115 min,"Drama, Romance",Fellipe Barbosa,"Fellipe Barbosa, Karen Sztajnberg",https://m.media-amazon.com/images/M/MV5BMTk0MTI4OTQ5NV5BMl5BanBnXkFtZTgwMzU5NzQyNzE@._V1_SX300.jpg,6.9,"2,728",tt3474994,movie,55.451475811024565,49.669913749365804,4.01533152587519,1111.497387619107,64.29909948662865,61.715986858386614,#fbf4ea,#250f14,#9d7e56,#98482c,#5e3623
Embrace: The Documentary,2016,TV-PG,19 Sep 2016,90 min,Documentary,Taryn Brumfitt,Taryn Brumfitt,https://m.media-amazon.com/images/M/MV5BMWMxYzE2OTUtY2VlMC00Mjk4LWI2MzYtOTg4MTZhYjY2ZWQzXkEyXkFqcGdeQXVyMjI3MTUzMDQ@._V1_SX300.jpg,7.2,971,tt4862478,movie,35.92183006535948,66.29952370220118,4.730382662835249,1874.9572299817087,60.72011958465621,47.17359257324387,#efe0dc,#5c6c85,#b47864,#2e374b,#d8b3a7
I Hope They Serve Beer in Hell,2009,R,25 Sep 2009,105 min,Comedy,Bob Gosse,"Tucker Max, Nils Parker",https://m.media-amazon.com/images/M/MV5BMTQzMzQyNzIyNF5BMl5BanBnXkFtZTcwNDAwMjc3Mg@@._V1_SX300.jpg,5.2,"8,512",tt1220628,movie,21.715905118601746,29.59722993317177,3.089998361423221,1934.7060562519318,74.49380246848823,42.49686114821396,#ebe7e8,#7a433e,#b2988e,#2f2525,#030101
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,2014,Unrated,N/A,105 min,"Documentary, Music",John Pirozzi,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0MDgwMTE5MV5BMl5BanBnXkFtZTgwMDIzNDEwMzE@._V1_SX300.jpg,7.7,371,tt2634200,movie,51.71317199552494,68.42312312312312,3.8684123967717716,2498.966020930841,57.48520270806344,107.23865418059155,#decdb8,#b46569,#49939a,#473a31,#ecd51d
Gibby,2016,Not Rated,02 Aug 2016,87 min,"Adventure, Comedy, Drama",Phil Gorn,Greg Lyon,https://m.media-amazon.com/images/M/MV5BMWRkNDc4YjYtOGY1Mi00ZGU1LTllNTQtODdkNGNkZDNhODk4XkEyXkFqcGdeQXVyMzQ2NDE1OTk@._V1_SX300.jpg,4.8,279,tt3300932,movie,55.05622769202243,67.26616913116705,4.560533392434988,1700.7069294784835,72.65213087254928,86.92105886404006,#873f39,#cea196,#e9e8ec,#0b75b8,#1a2e5b
Crazy Wedding,2018,N/A,04 Oct 2018,90 min,Comedy,Vladyslav Klimchuk,"Mykola Kutsyk, Oleksii Prykhodko",https://m.media-amazon.com/images/M/MV5BYTI4MzJjOTEtNTZiMi00MzAyLTg4MTQtNmNkNGVhZGNhNTE4XkEyXkFqcGdeQXVyMTk5OTAwODM@._V1_SX300.jpg,6.2,664,tt8956464,movie,56.83543600658123,73.2332805023472,4.605334872979215,2445.213197981689,75.23455743105824,101.69988789925738,#db1011,#b3815d,#f0cd2c,#472e1a,#f5e0ac
How Much Does the Trojan Horse Weigh?,2008,N/A,26 Dec 2008,117 min,Comedy,Juliusz Machulski,Juliusz Machulski,https://m.media-amazon.com/images/M/MV5BOWU5MTkwNzAtMDNjZS00YWRkLWIwNTktM2QwNWZjMDMwM2EzXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,5.8,"1,042",tt1344726,movie,16.490494950867184,72.13214388141708,3.591854792147806,2642.5303603619413,77.13998027425981,29.380378980132168,#814f60,#be9996,#dec4c8,#251d25,#efe0e4
The Family Tree,2011,R,26 Aug 2011,87 min,"Comedy, Drama",Vivi Friedman,Mark Lisson,https://m.media-amazon.com/images/M/MV5BMTc0MTk0NDk2MF5BMl5BanBnXkFtZTcwMTM5OTYzNg@@._V1_SX300.jpg,5.4,"2,014",tt1175713,movie,40.685607843137255,63.55235294117647,4.542541145833333,5306.092442033264,83.30731729862855,49.2478440317876,#7c6d41,#d1b07e,#b0d9db,#f5f6f0,#152615
Winning: The Racing Life of Paul Newman,2015,Not Rated,08 May 2015,83 min,"Documentary, Biography, Sport","Adam Carolla, Nate Adams","Nate Adams, Adam Carolla",https://m.media-amazon.com/images/M/MV5BMTk5OTMxMjA2NV5BMl5BanBnXkFtZTgwMTY4ODEzNTE@._V1_SX300.jpg,7.5,880,tt3377996,movie,51.82795148089266,34.01986103750809,3.006228885135135,2210.59910815658,77.61439186430762,56.967401446484295,#847660,#ebe0ce,#f8b36e,#1e3347,#03050a
All the President's Men Revisited,2013,N/A,21 Apr 2013,120 min,Documentary,Peter Schnall,"Chana Gazit, Patrick Prentice",https://m.media-amazon.com/images/M/MV5BZmY4NzZmMWYtNDMyMy00MTAyLWI2YWYtMWJlZTQ3N2JkYzcyXkEyXkFqcGdeQXVyMjE4MTIyNDI@._V1_SX300.jpg,7.7,322,tt2189106,movie,31.981815026895713,22.923997917751173,4.200018436578171,3273.0844037173365,57.40498520361784,19.082318375552422,#eeefeb,#a2a9a7,#4f5e60,#2b3031,#11110c
The Pardon,2013,PG-13,22 Mar 2013,120 min,Crime,Tom Anton,"Tom Anton, Sandi Russell",https://m.media-amazon.com/images/M/MV5BMTY4MjkzMTQ1Ml5BMl5BanBnXkFtZTgwMjU2NTIxNTE@._V1_SX300.jpg,5.4,377,tt1025102,movie,47.95208545419673,43.19622301892917,4.33221971407073,1197.45322039716,50.242283018113355,35.0083963941673,#b8a381,#211911,#6e562c,#413020,#927855
HazMat,2013,Not Rated,11 Mar 2014,80 min,"Horror, Thriller",Lou Simon,Lou Simon,https://m.media-amazon.com/images/M/MV5BNzA3NDI4OTAwOV5BMl5BanBnXkFtZTgwNjAxMTkyMTE@._V1_SX300.jpg,3.5,489,tt2821832,movie,31.44048896288075,31.693867924528302,4.512582547169811,1354.984949867922,67.83647718849846,35.16663312344213,#ebebd2,#a9a485,#665b58,#3a2a2f,#0c090c
Hide and Seek,2013,Not Rated,14 Aug 2013,107 min,"Action, Horror, Mystery",Jung Huh,Jung Huh,https://m.media-amazon.com/images/M/MV5BOTg5Y2NjODQtNGI0Mi00MTM5LTk5NGQtMjk2MWRmOWU2YWNmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,6.3,"2,025",tt3155654,movie,51.026070490501496,26.39752611324904,3.9305330023364484,2525.5053460126915,68.20032722176393,27.46806049756546,#e4ded4,#b0977f,#3c2e21,#695643,#060403
Reservoir Cats,2011,N/A,01 Dec 2011,86 min,"Comedy, Crime, Drama",Garnet Mae,N/A,https://m.media-amazon.com/images/M/MV5BMTk5NDE0ODQ4Nl5BMl5BanBnXkFtZTcwNTY5NzY1Nw@@._V1_SX300.jpg,2.7,196,tt2306707,movie,22.30941854729313,54.399889012208654,3.0470695754716983,3756.096493473112,105.18351547769474,76.04923636152849,#9f9091,#dc281e,#050506,#2b2122,#fcf8f7
2 Lava 2 Lantula!,2016,TV-14,06 Aug 2016,83 min,"Action, Adventure, Comedy",Nick Simon,"Neil Elman, Ashley O'Neil",https://m.media-amazon.com/images/M/MV5BODA3YjRkMzctNzU4Yy00YzBiLTk1NGMtOGIyM2Q5MDQ1YjVlXkEyXkFqcGdeQXVyMjE0MTEwNzM@._V1_SX300.jpg,4.2,"1,234",tt4932244,movie,38.222906138400376,34.5981537632235,5.145837628865979,2976.562274453242,58.03221419989788,34.357829020280995,#d2c3a3,#9c866c,#705947,#443227,#18110f
Brad Paisley's Comedy Rodeo,2017,N/A,15 Aug 2017,63 min,Comedy,Jay Chapman,"Nate Bargatze, Sarah Tiana, David Wild",https://m.media-amazon.com/images/M/MV5BOWI0MjNhNDctNTE1OS00ZjE5LWE0NmQtYzE1MWQzNmM2YjlmXkEyXkFqcGdeQXVyMTAwMjY1Mw@@._V1_SX300.jpg,5.7,156,tt6794448,movie,76.2223716153128,40.2228602552132,4.245485615079365,3109.5116480473666,71.39329344340992,90.63078544801128,#625d93,#ecc9b3,#e89d37,#9f1e0b,#1b0609
She Wants Me,2012,Not Rated,25 Sep 2012,85 min,Comedy,Rob Margolies,Rob Margolies,https://m.media-amazon.com/images/M/MV5BMjEzNDI1MTc4Ml5BMl5BanBnXkFtZTcwNTkzNDI2Nw@@._V1_SX300.jpg,5.6,"3,368",tt1727360,movie,30.663193614541377,70.00437303589608,4.277120955605718,2483.2697364346086,78.07303596030518,48.30129545657832,#984538,#231a16,#baab96,#4e528c,#dbe5f2
Survival Box,2019,N/A,16 Aug 2019,85 min,Thriller,William Scoular,Ashlin Halfnight,https://m.media-amazon.com/images/M/MV5BYWQwYWQ3YzktNWI5My00ZWE0LWI3ZGEtYTczMGI0ZGUzZGU1XkEyXkFqcGdeQXVyMTAzOTYyMDc2._V1_SX300.jpg,3.1,669,tt7595276,movie,44.04072166501009,35.63039968675643,4.428681835637481,1412.6005529868971,73.63708533778849,26.259376336245825,#c8e0e6,#687787,#94b2c0,#2a3644,#080c13
Scooby-Doo! Mask of the Blue Falcon,2012,TV-Y7-FV,15 Dec 2012,78 min,"Animation, Action, Adventure, Comedy, Family, Mystery",Michael Goguen,"Michael Ryan (teleplay), Marly Halpern-Graser (story)",https://m.media-amazon.com/images/M/MV5BNjUyYzY4ZWMtMThhZC00MTA1LTkxMmMtMDIxMWI2ZTU5NjcwXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,6.8,"1,531",tt2586070,movie,43.56074660633484,74.49633609854197,4.687938201121795,2892.546269893304,59.66309810483709,84.58955416747136,#e7cb4d,#a16b45,#479fcd,#34496a,#c2d7d4
Three Inches,2011,N/A,29 Dec 2011,87 min,"Action, Drama, Sci-Fi",Jace Alexander,N/A,https://m.media-amazon.com/images/M/MV5BMzJmOGUwMDItMTc3MS00YzNjLTk5MzMtOGQ3ZTgxNDJjYWM2XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,5.0,"1,094",tt2151885,movie,21.463006535947713,48.21754829339143,3.2021875,784.1100749017282,97.21912096583866,15.784241461981104,#635450,#bc9c94,#242928,#0c1012,#eeeeee
Red Cliff II,2009,N/A,20 Nov 2009,142 min,"Action, Adventure, Drama",John Woo,"John Woo, Khan Chan, Cheng Kuo",https://m.media-amazon.com/images/M/MV5BNGExZjRhZjItZjUxMC00MTdiLTg4Y2ItOGM1MjRlYmFiYjY1XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,7.5,"24,264",tt1326972,movie,67.90921554135328,43.61609785081808,4.900781596452328,2264.074589738989,62.406598971774045,60.22311225156569,#f7c793,#d5835e,#a64f37,#63261b,#280e09
Garfield Gets Real,2007,Not Rated,16 Nov 2007,75 min,"Animation, Adventure, Comedy, Family, Fantasy","Mark A.Z. Dippé, Kyung Ho Lee(co-director)",Jim Davis,https://m.media-amazon.com/images/M/MV5BNTY5YzIzMDItY2ViNi00ZDI1LWFiNjEtZTY0ZjM0ZGYwYWUwXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,4.4,"2,102",tt1059793,movie,35.73754886324546,67.71973606029334,4.933496311802233,6797.449925616719,71.27276143995705,67.58653531833289,#e4bc4b,#37271c,#9eb0b9,#ecf1ed,#856c4a
I Am Mother,2019,TV-14,07 Jun 2019,113 min,"Drama, Mystery, Sci-Fi",Grant Sputore,"Michael Lloyd Green, Grant Sputore",https://m.media-amazon.com/images/M/MV5BMTkxMTczNTA4Nl5BMl5BanBnXkFtZTgwNDAyMzgwODM@._V1_SX300.jpg,6.7,"90,139",tt6292852,movie,51.75813762209003,19.707116104868913,3.482547986891386,1156.0388446866139,45.68729562499735,32.237872307568495,#d1d2bc,#6b6582,#374264,#18192b,#030208
Fire and Ice: The Winter War of Finland and Russia,2006,N/A,01 Feb 2006,N/A,"Documentary, History, War",Ben Strout,Ben Strout,https://m.media-amazon.com/images/M/MV5BNGM1NWVkMWUtMTY0YS00MjFjLThjODQtMjA5ZWI4ZTNiNzZhXkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_SX300.jpg,7.4,135,tt1043636,movie,7.896228120877981,61.96525424984809,5.03974820483749,1703.3290024773057,68.81210802679652,18.63451321506297,#342e29,#706960,#9b999a,#c7c6ca,#eeedf2
The Green Fog,2017,N/A,07 Jun 2018,63 min,Mystery,"Evan Johnson, Galen Johnson, Guy Maddin",N/A,https://m.media-amazon.com/images/M/MV5BZGMxYWZlMjktNDhjMy00MjRjLTg3MzEtZWMxODFmOWNmYWU1XkEyXkFqcGdeQXVyMzYwNjcyNzc@._V1_SX300.jpg,7.0,789,tt6736812,movie,41.7234293116646,43.35810221986693,3.6666324136636637,1338.9854681672664,31.27152456291463,37.596287127066454,#a9c2b6,#925360,#4b8c73,#443543,#346451
Sperm Whale: Roya's Selection,2017,N/A,10 May 2017,86 min,"Comedy, Drama, Music",Saman Moghadam,Saman Moghadam,https://m.media-amazon.com/images/M/MV5BZjk2NjZmZjktYTkwYS00NDUzLWE5MGEtYWE4Y2EyYTA2NjllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxNzAzMDc@._V1_SX300.jpg,5.2,"2,479",tt5658296,movie,56.40730685436568,25.894437588555235,4.442250874125874,3253.0678584783955,66.87257493798771,34.6824767241436,#efe6c7,#9cb1a9,#6e6548,#362f1a,#0c0c05
The Tale,2018,TV-MA,27 May 2018,114 min,"Biography, Drama, Mystery",Jennifer Fox,Jennifer Fox,https://m.media-amazon.com/images/M/MV5BMmU3NzY3MmItYjhmMS00ZmNkLTkwY2EtMTkyMjhlNThiMzQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.2,"17,920",tt4015500,movie,33.104293162958065,64.27989718733936,3.8875915262172285,1866.3218875594273,69.3428379606995,36.05656563926857,#6d4e39,#9e7f61,#c8ae8c,#281d18,#e7d6ae
AWOL,2016,Not Rated,22 May 2017,82 min,"Drama, Romance",Deb Shoval,"Deb Shoval, Karolina Waclawiak",https://m.media-amazon.com/images/M/MV5BMjM0MDkyNTY3Ml5BMl5BanBnXkFtZTgwMDAwOTcyMjI@._V1_SX300.jpg,5.6,"1,381",tt4462372,movie,31.853443718228032,61.17369934640523,3.9565384259259258,1718.5126635127024,82.01258127174309,43.65450665303467,#af8e70,#fcfdfd,#634749,#261522,#b1c2cc
The Charmer,2017,N/A,05 Dec 2018,100 min,"Drama, Romance, Thriller",Milad Alami,"Ingeborg Topsøe, Milad Alami",https://m.media-amazon.com/images/M/MV5BNTE1YWJjM2MtOWVhZC00YmE3LTk0OTQtNDdkNDViZjUzNjA1XkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,6.6,"1,110",tt5668850,movie,22.17025708061002,41.208839506172836,4.656700462962963,2609.7226984796157,62.84007566733622,26.364903638722634,#ecebe7,#c1ae9f,#866f69,#4d4148,#25222d
The Toybox,2018,N/A,29 Aug 2018,95 min,Horror,Tom Nagel,"Jeff Denton, Jeff Miller, Brian Nagel",https://m.media-amazon.com/images/M/MV5BNzYwMzMxNTMtOGQ5OC00YmM1LWFlNjYtN2EzMDM4MzhlZjFmXkEyXkFqcGdeQXVyNDgxODE3MA@@._V1_SX300.jpg,3.7,"2,385",tt6053472,movie,43.4599139828643,41.245114971722714,4.650663860103627,1319.9977070227094,58.73141329082886,40.714608286393116,#8c1507,#bbaa8c,#8b7b61,#524735,#1c100a
A Woman Betrayed,2013,TV-14,02 Nov 2013,91 min,"Action, Crime, Thriller",Michelle Mower,"Kevin Dean, Michelle Mower",https://m.media-amazon.com/images/M/MV5BODdjN2ZmOTgtODljMC00OGMyLThlMmQtZGQ1ODM1ZmRhYmVlXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,5.2,361,tt3141568,movie,69.32113534552398,25.73401997503121,3.7386238881086142,1218.8921228274173,46.70683842042979,48.09860123881212,#e4e6e8,#941016,#606591,#122358,#040411
Holy Mess,2015,N/A,13 Nov 2015,108 min,"Comedy, Drama",Helena Bergström,"Helena Bergström, Daniel Réhn, Edward af Sillén",https://m.media-amazon.com/images/M/MV5BMTk1Yzc4ZWMtYjZlZS00ZjRjLThhZTktOGVmZGFhZDUwYmRmXkEyXkFqcGdeQXVyMTUxNDcwNDk@._V1_SX300.jpg,5.5,"2,993",tt4728582,movie,60.83851892958441,40.54389258848193,4.573204107704402,3472.447049861989,60.14171902570407,84.1794774586947,#d9271a,#c8c9c7,#7f6554,#2b448e,#140f15
Free Samples,2012,R,20 Apr 2012,80 min,"Comedy, Drama",Jay Gammill,Jim Beggarly,https://m.media-amazon.com/images/M/MV5BMTg0NTIzMDgzNl5BMl5BanBnXkFtZTcwOTIzODQ0OQ@@._V1_SX300.jpg,5.6,"2,222",tt1793223,movie,24.60366837425661,40.648421951363126,4.884733952702702,3773.7225743579165,50.30954918016518,41.66955194562543,#d5d3be,#ae987f,#8a6345,#292925,#474644
Death of a Gentleman,2015,N/A,08 Jun 2015,99 min,"Documentary, Sport","Johnny Blank, Sampson Collins, Jarrod Kimber","Sampson Collins, Jon Hotten, Jarrod Kimber",https://m.media-amazon.com/images/M/MV5BMTQzNzQ0MzM1N15BMl5BanBnXkFtZTgwMjQzMTAxNjE@._V1_SX300.jpg,7.2,576,tt4746370,movie,14.441349673202614,56.095359477124184,3.288428645833333,2090.083822081597,70.36114120509068,18.49869853979667,#444243,#b4aaa3,#0d0d0f,#818385,#d9ceba
La brunante,2007,N/A,29 Aug 2007,101 min,"Comedy, Drama",Fernand Dansereau,Fernand Dansereau,https://m.media-amazon.com/images/M/MV5BOGJmMDZjZGQtMmU1ZS00ZTllLTkwMmMtZDEzZmI2N2ZkYTIyXkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1_SX300.jpg,6.8,73,tt1147720,movie,27.853818687969014,52.97513919147906,4.611866801697531,1979.1300732590662,60.41680729932547,36.45175629299866,#e0d5ce,#1f1816,#523f37,#836d62,#b99785
Sex and the City 2,2010,R,27 May 2010,146 min,"Comedy, Drama, Romance",Michael Patrick King,"Michael Patrick King, Candace Bushnell, Darren Star",https://m.media-amazon.com/images/M/MV5BMTM3OTUyNTI3MF5BMl5BanBnXkFtZTcwODcyMzM0Mw@@._V1_SX300.jpg,4.5,"79,707",tt1261945,movie,27.239563912996893,61.4869066752384,4.900758623633879,1593.3963462140086,57.8720592889421,31.957199007021863,#2e2319,#e5e2d6,#958f80,#c3b7a0,#62605b
